,Average Mean,Average Median,Average Minimum,Average Maximum,Average Standard Deviation,Average Mean Deviation,Average Median Deviation,Average Minimum Deviation,Average Maximum Deviation,Average Standard Deviation Deviation,Highest Mean,Highest Median,Highest Minimum,Highest Maximum,Highest Standard Deviation,Lowest Mean,Lowest Median,Lowest Minimum,Lowest Maximum,Lowest Standard Deviation,Glucose
47,51.87121527777778,24.4,1.4,160.0,49.53956658200715,2.733059322802905,2.0591260281974,1.3564659966250536,6.511528238439882,3.4563706784587755,57.4953125,28.0,4,171,55.44823016136172,47.979166666666664,20.0,0,149,44.25535023367859,147
48,69.6940625,27.833333333333332,1.0,208.93333333333334,71.84215912573717,1.7185709481651659,2.1883530082893135,1.2110601416389966,4.59661711358352,1.6172801980244471,74.028125,33.5,3,222,76.87181050717514,67.390625,25.0,0,202,69.80476341668756,98
49,69.92302083333334,27.9,1.4666666666666666,209.93333333333334,72.21049354335763,1.618070083685374,1.6552945357246849,1.4544949486180951,3.6233808644536505,1.7110619909540676,74.58645833333334,32.0,4,221,77.46128619052185,67.70885416666667,26.0,0,205,70.56149922826076,92
50,72.34263888888889,29.266666666666666,3.933333333333333,212.93333333333334,74.50128544909741,1.8829951537216023,2.2939534045447,1.4817407180595248,4.711215931747934,1.8830692580317678,76.05208333333333,33.0,6,223,79.38614354738735,68.99166666666666,24.0,0,205,71.26367627142398,124
51,72.25697916666668,28.933333333333334,0.9333333333333333,216.4,74.66960390390831,1.6819895648079053,1.8061622912192088,1.18133634311129,4.528428719397785,1.7072823859038826,74.90677083333334,32.0,3,222,77.25409751913547,68.98802083333334,26.0,0,207,71.84369870767767,102
52,75.47315705128206,28.846153846153847,2.8461538461538463,224.07692307692307,79.18893409264037,1.4755819551432978,1.9940740610485725,1.6569737868106167,3.429768739939685,1.5145789820994913,78.009375,34.0,5,232,82.23525016951496,72.9875,26.0,0,219,77.35072653019016,91
53,71.67020833333335,28.833333333333332,1.4,213.33333333333334,74.10682216147282,1.915562514085713,2.046677524401167,1.4514360704718163,5.362420680584055,2.1882584793393915,77.0671875,33.0,4,227,79.24338278371583,69.23854166666666,27.0,0,205,70.48096206198943,120
54,69.9420138888889,28.0,1.2,210.53333333333333,72.27958136289482,1.3055702847130148,0.6324555320336759,1.32664991614216,4.208985098043892,1.626496802105782,73.24114583333333,29.0,4,220,76.83061506448497,68.24947916666666,27.0,0,205,70.72824366573747,103
55,70.60871527777778,27.533333333333335,1.4,212.06666666666666,73.54557651255023,1.7254186021995812,2.0933757957476775,1.254325848148452,4.17079795189788,2.011800841966383,74.16354166666666,31.0,4,222,77.90534002315415,67.6140625,24.0,0,207,70.86436919456291,87
56,72.7037574404762,29.0,1.5,214.57142857142858,75.35619934543574,2.148935153208763,2.878491668515698,1.118033988749895,4.7616666607139875,2.0338287526559022,77.82760416666666,34.0,4,225,79.65753233998713,69.63020833333333,25.0,0,208,71.85929529324117,108
57,70.73131944444444,29.666666666666668,1.5333333333333334,211.66666666666666,72.44117350475581,1.6770763119533254,2.890597785157173,1.2578641509408803,3.699849846803095,1.4477506887640161,74.4953125,33.0,4,222,76.65562179662587,68.20677083333334,25.0,0,207,70.63387387212734,100
58,69.69379006410257,28.53846153846154,1.3846153846153846,208.69230769230768,71.65397187753595,1.6537339967606763,2.023530221225524,0.9230769230769231,3.9881481220971446,1.298523714422097,73.71875,33.0,3,216,74.2587050347466,67.99739583333333,25.0,0,204,69.86501489099045,82
59,71.09420138888889,28.866666666666667,1.8,211.86666666666667,73.28175808531816,1.637293529651189,1.70749979664876,1.0456258094238748,4.224794538067963,1.5724145901205553,73.03177083333334,32.0,4,220,75.49820336051867,67.98697916666667,25.0,0,205,71.13579045264404,104
60,77.32065972222223,38.46666666666667,0.0,231.66666666666666,76.26211998135432,1.016222272145381,3.964284999284934,0.0,2.6997942308422114,2.626246640929441,79.60520833333334,45.0,0,237,83.0425178119012,75.98125,31.0,0,228,73.335471454315,83
61,71.27194940476191,29.071428571428573,4.285714285714286,208.21428571428572,72.92562958799401,1.0548343125541606,1.3343958351621001,1.097306535409801,3.5492166425156695,1.6764947214062833,72.92552083333334,32.0,6,214,76.14568119961717,69.3484375,27.0,1,203,70.67968591491346,101
62,69.27989583333333,28.5,0.13333333333333333,207.2,70.63076871840782,2.39234061382527,2.9268868558020253,0.3399346342395189,6.75475141412818,2.3878439161345213,74.39166666666667,34.0,1,224,77.28615949151232,66.35989583333334,25.0,0,198,67.60047426477482,77
63,69.12322916666668,27.2,0.8,207.4,71.58928045357007,1.514538542437194,0.832666399786453,0.9797958971132714,4.095526014242044,1.7641615239859458,71.53697916666667,29.0,3,215,74.84440861567961,66.79114583333333,26.0,0,201,69.10859790829402,78
64,70.99048611111111,28.566666666666666,1.2,212.93333333333334,73.1610049621488,1.5424585342749286,0.793025150224688,1.2754084313139327,4.4492196569236215,1.9401891877855246,75.29010416666667,30.0,4,226,78.85421481277427,69.39635416666667,27.0,0,208,71.38240985865308,105
65,72.00013888888888,28.066666666666666,1.2,215.26666666666668,75.10075395794229,1.8084698815840012,1.6110727964792766,1.2220201853215573,5.847696602556903,2.5209973676783966,74.50572916666667,31.0,3,226,79.48554391600565,67.54895833333333,25.0,0,203,69.62739148315312,80
66,70.12538194444444,28.8,0.6,211.66666666666666,71.82719402439533,1.357396288533392,1.9731531449264987,0.7118052168020874,3.3796778281697533,1.2900050340884355,72.91927083333333,32.0,2,217,74.43837049938806,68.05260416666667,23.0,0,205,69.32113867108514,96
67,74.64232638888888,34.7,0.0,223.53333333333333,75.28782363432137,2.2673235927217483,2.501999200639361,0.0,6.479368967902832,3.3748398149651955,80.64635416666667,38.0,0,236,84.05249746710624,71.00364583333334,30.0,0,212,70.68662883065444,111
68,70.82753472222223,28.333333333333332,1.5333333333333334,211.6,73.20885760776305,1.295877305695217,1.07496769977314,1.7838784213679535,4.029888335921976,1.4756097430999546,73.00208333333333,30.0,5,219,76.53736829588357,68.94739583333333,27.0,0,205,71.16529206924994,87
69,71.06291666666668,27.666666666666668,1.5333333333333334,211.86666666666667,74.01421586772598,1.4025542382395408,2.547329756605707,1.3597385369580761,3.774770044504551,2.0208144201898564,74.47604166666666,31.0,4,219,77.45530598995956,68.6,24.0,0,208,71.6076792865238,124
70,73.02357638888888,29.433333333333334,1.4,216.8,75.42383518208158,1.6271818559527453,1.7016332024133625,0.8,4.085747585611883,1.9869113548880024,75.66614583333333,32.0,3,225,78.82516336249019,70.43333333333334,26.0,0,210,72.71709948945792,95
71,69.39541666666666,27.133333333333333,0.7333333333333333,209.0,71.8989538025886,1.396266247128524,1.4079141387961915,1.1234866364235145,4.774934554525329,1.9063346121327467,72.50416666666666,30.0,3,217,76.41119561930844,67.17135416666666,25.0,0,201,68.63778853775618,124
72,75.49345238095238,30.857142857142858,0.42857142857142855,222.28571428571428,77.84366664106709,1.7657634413597252,2.641891715558133,0.49487165930539345,3.3685217493004562,0.8329554357679472,78.12916666666666,35.0,1,227,79.28508676061905,73.4546875,28.0,0,218,76.81376984918792,95
73,69.26927083333334,28.733333333333334,0.9333333333333333,209.06666666666666,70.84959162948147,1.4626301283513596,1.4360439485692011,1.0624918300339483,3.5863940416834037,1.4844785038296109,71.69114583333334,32.0,3,217,73.80285482240552,66.62916666666666,26.0,0,202,68.77825164472819,83
