,Average Mean,Average Median,Average Minimum,Average Maximum,Average Standard Deviation,Average Mean Deviation,Average Median Deviation,Average Minimum Deviation,Average Maximum Deviation,Average Standard Deviation Deviation,Highest Mean,Highest Median,Highest Minimum,Highest Maximum,Highest Standard Deviation,Lowest Mean,Lowest Median,Lowest Minimum,Lowest Maximum,Lowest Standard Deviation,Glucose
64,70.57510416666666,28.4,0.06666666666666667,211.66666666666666,72.59345289631693,1.568852459487892,0.8793937305515278,0.24944382578492946,5.107728349167456,1.9864239570001578,75.1734375,30.0,1,226,78.12667079984227,68.81145833333333,27.0,0,203,70.32543680177662,105
65,71.58336805555555,27.9,0.7333333333333333,214.0,74.47869231356849,1.8303829782396153,1.6041612554021283,0.9977753031397179,5.329165037789691,2.4695760461549563,73.86145833333333,31.0,3,223,78.99325829949562,67.17083333333333,25.0,0,202,69.17227123377465,80
66,69.8753125,28.866666666666667,0.2,209.06666666666666,71.25676203111706,1.4162339616953346,1.783878421367954,0.5416025603090641,4.404038550643666,1.3487115499430598,72.91197916666667,32.0,2,221,73.9164399834461,67.60729166666667,24.0,0,204,68.41194480817707,96
67,74.56197916666665,34.86666666666667,0.06666666666666667,223.46666666666667,74.77550125321432,2.1574218082023138,2.7535835237417845,0.24944382578492946,5.643481982684882,3.362268884985066,79.98958333333333,39.0,1,233,83.25213270437214,70.82239583333333,30.0,0,210,70.1641151555092,111
68,70.28989583333333,28.0,0.6666666666666666,211.0,72.67417324336948,1.3184145532863067,0.9660917830792959,1.1925695879998877,4.412104562073146,1.3614338551676164,72.38489583333333,30.0,4,219,75.7668399458052,68.62291666666667,27.0,0,205,71.04411426433391,87
69,70.6789236111111,27.866666666666667,1.0666666666666667,210.66666666666666,73.33655438975184,1.4253698003692876,2.604269997949948,1.1234866364235145,3.496029493900505,1.9902506155133264,73.99635416666666,32.0,3,216,76.81032840190113,67.88229166666666,24.0,0,207,70.88125659595133,124
70,72.7548611111111,29.7,0.3333333333333333,216.2,74.81041003380226,1.5586057683290773,1.6512621435334447,0.699205898780101,4.245782220824175,1.9550888023651232,75.52239583333333,32.0,2,225,78.36403776665234,70.46302083333333,26.0,0,211,71.81982438162808,95
71,69.00930555555556,27.4,0.26666666666666666,207.6,71.28175940369061,1.410702184022613,1.254325848148452,0.44221663871405337,5.083306010855535,1.9498000359285015,72.31510416666667,30.0,1,218,75.17648111963486,66.84166666666667,26.0,0,201,67.99681970676552,124
72,75.35528273809523,30.857142857142858,1.4285714285714286,221.28571428571428,77.57010876245684,1.7824106500547865,2.356060357495806,1.8405855323893037,1.979486637221574,0.8255218019439037,78.10989583333334,34.0,5,224,78.93429657631886,73.08020833333333,28.0,0,219,76.5102922267538,95
73,68.8203125,28.5,0.3333333333333333,207.0,70.34390103980733,1.4520751882841874,1.3291601358251257,0.699205898780101,4.47213595499958,1.6188834103023308,71.73020833333334,31.5,2,217,73.71149506096906,66.66614583333333,27.0,0,200,68.47687033270479,83
